data/oxbuild_images/all_souls_000000.jpg,1595
data/oxbuild_images/all_souls_000001.jpg,3458
data/oxbuild_images/all_souls_000002.jpg,484
data/oxbuild_images/all_souls_000003.jpg,1221
data/oxbuild_images/all_souls_000005.jpg,351
data/oxbuild_images/all_souls_000006.jpg,866
data/oxbuild_images/all_souls_000007.jpg,481
data/oxbuild_images/all_souls_000008.jpg,892
data/oxbuild_images/all_souls_000010.jpg,488
data/oxbuild_images/all_souls_000011.jpg,372
data/oxbuild_images/all_souls_000012.jpg,2641
data/oxbuild_images/all_souls_000014.jpg,2236
data/oxbuild_images/all_souls_000015.jpg,948
data/oxbuild_images/all_souls_000016.jpg,1063
data/oxbuild_images/all_souls_000018.jpg,1420
data/oxbuild_images/all_souls_000019.jpg,456
data/oxbuild_images/all_souls_000020.jpg,643
data/oxbuild_images/all_souls_000021.jpg,1425
data/oxbuild_images/all_souls_000022.jpg,1501
data/oxbuild_images/all_souls_000027.jpg,986
data/oxbuild_images/all_souls_000028.jpg,1710
data/oxbuild_images/all_souls_000029.jpg,1122
data/oxbuild_images/all_souls_000031.jpg,1346
data/oxbuild_images/all_souls_000033.jpg,281
data/oxbuild_images/all_souls_000034.jpg,2117
data/oxbuild_images/all_souls_000035.jpg,2170
data/oxbuild_images/all_souls_000039.jpg,1210
data/oxbuild_images/all_souls_000040.jpg,319
data/oxbuild_images/all_souls_000042.jpg,1333
data/oxbuild_images/all_souls_000044.jpg,578
data/oxbuild_images/all_souls_000045.jpg,1505
data/oxbuild_images/all_souls_000047.jpg,964
data/oxbuild_images/all_souls_000048.jpg,1758
data/oxbuild_images/all_souls_000053.jpg,1513
data/oxbuild_images/all_souls_000054.jpg,2932
data/oxbuild_images/all_souls_000055.jpg,1077
data/oxbuild_images/all_souls_000057.jpg,534
data/oxbuild_images/all_souls_000059.jpg,970
data/oxbuild_images/all_souls_000060.jpg,2137
data/oxbuild_images/all_souls_000061.jpg,4388
data/oxbuild_images/all_souls_000062.jpg,839
data/oxbuild_images/all_souls_000063.jpg,841
data/oxbuild_images/all_souls_000065.jpg,2030
data/oxbuild_images/all_souls_000066.jpg,1926
data/oxbuild_images/all_souls_000067.jpg,794
data/oxbuild_images/all_souls_000068.jpg,504
data/oxbuild_images/all_souls_000070.jpg,2901
data/oxbuild_images/all_souls_000072.jpg,2537
data/oxbuild_images/all_souls_000073.jpg,2238
data/oxbuild_images/all_souls_000075.jpg,1776
data/oxbuild_images/all_souls_000076.jpg,1394
data/oxbuild_images/all_souls_000080.jpg,397
data/oxbuild_images/all_souls_000084.jpg,455
data/oxbuild_images/all_souls_000085.jpg,3635
data/oxbuild_images/all_souls_000087.jpg,1740
data/oxbuild_images/all_souls_000090.jpg,1949
data/oxbuild_images/all_souls_000091.jpg,897
data/oxbuild_images/all_souls_000095.jpg,700
data/oxbuild_images/all_souls_000097.jpg,5000
data/oxbuild_images/all_souls_000099.jpg,277
data/oxbuild_images/all_souls_000100.jpg,1161
data/oxbuild_images/all_souls_000101.jpg,457
data/oxbuild_images/all_souls_000102.jpg,940
data/oxbuild_images/all_souls_000103.jpg,1235
data/oxbuild_images/all_souls_000105.jpg,1404
data/oxbuild_images/all_souls_000106.jpg,1637
data/oxbuild_images/all_souls_000107.jpg,1267
data/oxbuild_images/all_souls_000110.jpg,687
data/oxbuild_images/all_souls_000114.jpg,1730
data/oxbuild_images/all_souls_000117.jpg,885
data/oxbuild_images/all_souls_000119.jpg,2279
data/oxbuild_images/all_souls_000120.jpg,2285
data/oxbuild_images/all_souls_000017.jpg,528
data/oxbuild_images/all_souls_000041.jpg,1832
data/oxbuild_images/all_souls_000064.jpg,1685
data/oxbuild_images/all_souls_000093.jpg,1962
data/oxbuild_images/all_souls_000126.jpg,948
data/oxbuild_images/all_souls_000151.jpg,356
data/oxbuild_images/all_souls_000184.jpg,1836
data/oxbuild_images/all_souls_000214.jpg,1590
data/oxbuild_images/ashmolean_000028.jpg,909
data/oxbuild_images/ashmolean_000078.jpg,843
data/oxbuild_images/ashmolean_000107.jpg,218
data/oxbuild_images/ashmolean_000145.jpg,283
data/oxbuild_images/ashmolean_000172.jpg,319
data/oxbuild_images/ashmolean_000193.jpg,1010
data/oxbuild_images/all_souls_000130.jpg,534
data/oxbuild_images/all_souls_000131.jpg,791
data/oxbuild_images/all_souls_000132.jpg,2055
data/oxbuild_images/all_souls_000133.jpg,1899
data/oxbuild_images/all_souls_000134.jpg,2032
data/oxbuild_images/all_souls_000136.jpg,1488
data/oxbuild_images/all_souls_000140.jpg,274
data/oxbuild_images/all_souls_000142.jpg,643
data/oxbuild_images/all_souls_000143.jpg,2341
data/oxbuild_images/all_souls_000144.jpg,710
data/oxbuild_images/all_souls_000145.jpg,1055
data/oxbuild_images/all_souls_000146.jpg,441
data/oxbuild_images/all_souls_000148.jpg,2887
data/oxbuild_images/all_souls_000149.jpg,1246
data/oxbuild_images/all_souls_000150.jpg,1105
data/oxbuild_images/all_souls_000152.jpg,905
data/oxbuild_images/all_souls_000153.jpg,2392
